corp_code,corp_name,rcept_no,year,fs_type,status,extract_method,n_tables,input_tokens,output_tokens,DBO,PlanAsset,NetDBO,ServiceCost,InterestCost,InterestIncome,NetInterest,BenefitPayment,ActuarialGL,ActuarialGL_Financial,ActuarialGL_Demographic,ActuarialGL_Experience,RetirementBenefitCost,ExpectedContribution,DCPlanCost,SensitivityDR_1pct,SensitivitySG_1pct,DiscountRate_Min,DiscountRate_Max,DiscountRate_Mid,SalaryGrowth_Min,SalaryGrowth_Max,SalaryGrowth_Mid,Duration_Min,Duration_Max,Duration_Mid,SensitivityDR_1pct_down,SensitivitySG_1pct_down,DR_shock_raw,SG_shock_raw
00104698,LS네트웍스,20170331002698,2016,OK|연결,OK,10,10607,415,OK,11712844000.0,10611394000.0,1101450000.0,2610460000.0,519192000.0,316576000.0,202616000.0,10647679000.0,-798106000.0,64403000.0,-862509000.0,,,,,-548619000.0,517659000.0,3.0,3.4,3.2,4.31,6.21,5.26,,,,624311000.0,-666520000.0,1.0,1.0
00104722,국제약품,20170331000435,2016,OK|연결,부분(0/7),4,2930,710,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00104768,가온전선,20170331003175,2016,OK|연결,OK,19,8267,435,OK,16117029000.0,15239113000.0,877916000.0,2181622000.0,477664000.0,379153000.0,98511000.0,2302681000.0,146809000.0,-34586000.0,0.0,18651000.0,2382848000.0,,102715000.0,-1106000000.0,1263000000.0,3.1,3.5,3.3,4.0,5.0,4.5,7.27,8.37,7.82,1282000000.0,-1111000000.0,1.0,1.0
00104786,미래아이앤지,20170331005419,2016,OK|연결,OK,10,7068,404,OK,873350000.0,171972000.0,701378000.0,253843000.0,17130000.0,4196000.0,12934000.0,137450000.0,78275000.0,71504000.0,68987000.0,2050000.0,266777000.0,,,-62638000.0,68987000.0,,,2.4,,,5.0,,,,71504000.0,-61788000.0,1.0,1.0
00104810,소노스퀘어,20170331000954,2016,OK|연결,OK,12,13221,411,OK,5637358000000.0,4065383000000.0,1571975000000.0,1226548000000.0,130321000000.0,70645000000.0,59676000000.0,1024781000000.0,250135000000.0,,,,1286223000000.0,,,,,2.35,2.49,2.42,3.28,4.27,3.775,,,,,,,
00104856,삼성증권,20170331004922,2016,OK|연결,OK,17,26966,427,OK,72545400000.0,70142353000.0,2403047000.0,10652936000.0,1429943000.0,1320646000.0,109297000.0,7155140000.0,-1433553000.0,4194006000.0,-44409000.0,-1584148000.0,,,,-3171846000.0,3506486000.0,2.13,3.0,2.565,3.54,3.9,3.72,,,,3495898000.0,-3240145000.0,1.0,1.0
00104999,윌비스,20170331001897,2016,OK|연결,OK,8,5451,412,OK,6657169213.0,125678718.0,6531490495.0,1173586499.0,,,129649279.0,657806018.0,44391714.0,-32736668.0,0.0,77128382.0,1303235778.0,,,-529097096.0,513956513.0,2.93,2.94,2.935,4.44,6.98,5.71,,,,529097096.0,-451228256.0,1.0,1.0
00105040,뉴인텍,20170330001190,2016,OK|연결,OK,9,6000,416,OK,3571812000.0,838360000.0,2733452000.0,604235000.0,58391000.0,28928000.0,29463000.0,1399500000.0,135733000.0,32376000.0,1160000.0,-169269000.0,633698000.0,128766000.0,64745000.0,-194539000.0,221939000.0,,,2.61,,,3.0,,,8.42,224459000.0,-196199000.0,1.0,1.0
00105101,INVENI,20170331004372,2016,OK|연결,OK,8,5841,428,OK,39209440000.0,28824475000.0,10384965000.0,4784931000.0,1420730000.0,870335000.0,550395000.0,2883411000.0,-2535975000.0,,,,,13517000000.0,,-6738248000.0,8430184000.0,3.1,3.9,3.5,3.48,5.0,4.24,5.8,11.5,8.65,7498069000.0,-7648863000.0,1.0,1.0
00105138,파라텍,20170331001380,2016,OK|연결,OK,13,15077,400,OK,4875019000.0,4250919000.0,624100000.0,1560509000.0,71101000.0,104421000.0,-33320000.0,1856927000.0,918084000.0,,,,1527189000.0,,,-258532000.0,293177000.0,,,2.69,,,2.43,,,,295053000.0,-261801000.0,1.0,1.0
00105156,극동유화,20170331000968,2016,OK|연결,OK,8,5187,401,OK,6285171000.0,4509707000.0,1775464000.0,730824000.0,124886000.0,161068000.0,-36182000.0,646400000.0,137136000.0,,,,707961000.0,,,-358363000.0,398743000.0,,,2.83,,,5.0,,,11.6,411299000.0,-355033000.0,1.0,1.0
00105165,극동전선,20170331005398,2016,OK|연결,부분(1/7),3,5771,355,부분(2/7),,15672901000.0,,,,,,1284668000.0,,,,,,,,,,,,,,,,,,,,,,
00105174,에이치디현대오일뱅크,20180710000440,2016,OK|연결,OK,19,8122,422,OK,189007747000.0,202395666000.0,-13387919000.0,25178467000.0,4913431000.0,4244591000.0,668840000.0,13055799000.0,25282361000.0,24769241000.0,-2078002000.0,2591122000.0,,,,-20396000000.0,23685000000.0,,,2.9,2.06,3.94,3.0,,,,24195000000.0,-20521000000.0,1.0,1.0
00105271,케이씨씨,20210317000365,2016,OK|연결,OK,21,14750,420,OK,265394711000.0,279240402000.0,-13845691000.0,37437787000.0,6678358000.0,6069906000.0,608452000.0,18609825000.0,-21227766000.0,-13558783000.0,2846295000.0,-10515278000.0,38896427000.0,,,-20843654000.0,23567888000.0,,,2.69,,,5.8,,,,24069392000.0,-20839002000.0,1.0,1.0
00105280,현대지에프홀딩스,20170331003627,2016,OK|연결,OK,7,7449,435,OK,147082367000.0,129300584000.0,17781783000.0,27879221000.0,,2089627000.0,,15060147000.0,279420000.0,3039544000.0,15885000.0,3303079000.0,25789594000.0,,423763000.0,-9407296000.0,10715950000.0,1.9,2.5,2.2,2.0,5.1,3.55,3.1,10.5,6.8,10838933000.0,-9482635000.0,1.0,1.0
00105299,금강공업,20170331002082,2016,OK|연결,OK,8,7619,396,OK,21076474000.0,22405671000.0,-1329197000.0,2843361000.0,425452000.0,334794000.0,90658000.0,1553674000.0,124369000.0,153512000.0,0.0,-29143000.0,3226684000.0,,,,,,,2.4,,,3.77,,,,,,,
00105466,KCC건설,20210316000997,2016,OK|연결,OK,9,6937,418,OK,57682353000.0,40907901000.0,16774452000.0,5229726000.0,1109502000.0,862284000.0,247218000.0,4310888000.0,6886724000.0,-34741000.0,0.0,6711471000.0,5476944000.0,,,-3480668000.0,3885399000.0,,,2.44,,,5.02,,,6.64,3921840000.0,-3515583000.0,1.0,1.0
00105475,금강철강,20170331003541,2016,OK|연결,OK,25,8977,407,OK,8976340462.0,8879247475.0,94018547.0,480071847.0,201944930.0,179678729.0,22266201.0,193475034.0,209375801.0,105040550.0,0.0,104335251.0,502338048.0,,17473290.0,-130197342.0,119343622.0,,,2.33,,,2.0,,,,120148360.0,-131725659.0,1.0,1.0
00105606,금호에이치티,20170331004755,2016,OK|연결,OK,9,11960,412,OK,10353420000.0,9575914000.0,777506000.0,1936522000.0,208066000.0,177812000.0,30254000.0,951294000.0,1357496000.0,1136381000.0,0.0,221115000.0,1966776000.0,,,-858528000.0,978098000.0,,,2.88,,,4.4,,,14.12,1003108000.0,-855196000.0,1.0,1.0
00105855,엘에스일렉트릭,20170331003670,2016,OK|연결,OK,12,12750,432,OK,190235000000.0,188683000000.0,1552000000.0,23557000000.0,5610000000.0,4973000000.0,637000000.0,15347000000.0,-2799000000.0,1573000000.0,1697000000.0,-8189000000.0,24518000000.0,,,-12942000000.0,14453000000.0,3.1,3.4,3.25,3.2,5.91,4.555,,,,14688000000.0,-12991000000.0,1.0,1.0
00105873,LG디스플레이,20170331004319,2016,OK|연결,OK,11,7241,426,OK,1401396000000.0,1258409000000.0,142987000000.0,210682000000.0,39420000000.0,29140000000.0,10280000000.0,65099000000.0,155546000000.0,95429000000.0,-4605000000.0,70258000000.0,220962000000.0,,,-174724000000.0,206250000000.0,,,3.0,,,4.7,,,14.3,212383000000.0,-173543000000.0,1.0,1.0
00105952,LS,20170331002822,2016,OK|연결,OK,10,6497,398,OK,643995000000.0,539569000000.0,104426000000.0,54199000000.0,21254000000.0,16760000000.0,4494000000.0,46244000000.0,-3567000000.0,-670000000.0,,-2897000000.0,59308000000.0,,7083000000.0,,,,,,,,,,,,,,,
00105961,LG이노텍,20170331003365,2016,OK|연결,OK,23,8190,431,OK,339099000000.0,226727000000.0,112372000000.0,56475000000.0,8737000000.0,4826000000.0,3911000000.0,24763000000.0,31348000000.0,-33078000000.0,5683000000.0,-5526000000.0,60706000000.0,90104000000.0,481000000.0,-30987000000.0,34934000000.0,,,2.8,,,5.8,,,10.4,36341000000.0,-30494000000.0,1.0,1.0
00106119,금양,20170331000662,2016,OK|연결,OK,9,5901,401,OK,3180653000.0,1884754000.0,1295899000.0,564949000.0,53560000.0,33114000.0,20446000.0,184427000.0,77621000.0,,,,585396000.0,470000000.0,,-262278000.0,251463000.0,,,2.38,,,7.14,,,,262278000.0,-221148000.0,1.0,1.0
00106313,금호건설,20170615000379,2016,OK|연결,OK,9,6622,432,OK,60569000000.0,16587000000.0,43982000000.0,7107000000.0,1255000000.0,412000000.0,843000000.0,5313000000.0,6122000000.0,971000000.0,104000000.0,4869000000.0,7950000000.0,,,-2880000000.0,3214000000.0,2.46,3.17,2.815,3.65,4.3,3.975,,,5.55,3206000000.0,-2941000000.0,1.0,1.0
00106368,금호석유화학,20170331005241,2016,OK|연결,OK,11,7571,421,OK,171492000000.0,122743000000.0,48749000000.0,18855000000.0,3982000000.0,2367000000.0,1615000000.0,6993000000.0,14366000000.0,,,,20509000000.0,,,-12099000000.0,16599000000.0,2.55,2.87,2.71,3.89,6.81,5.35,,,,16748000000.0,-12193000000.0,1.0,1.0
00106395,금호전기,20170331005071,2016,OK|연결,OK,7,6787,428,OK,16671739000.0,13178035000.0,3493704000.0,3027440000.0,273551000.0,245466000.0,28085000.0,1892376000.0,1432006000.0,1076814000.0,61755000.0,293437000.0,3055525000.0,,,-1327301000.0,1529255000.0,2.08,2.88,2.48,4.4,4.78,4.59,,,,1555758000.0,-1325480000.0,1.0,1.0
00106614,기신정기,20160629000548,2016,OK|연결,OK,15,6672,418,OK,14250171000.0,10830698000.0,3419473000.0,2805464000.0,369828000.0,286380000.0,83448000.0,946570000.0,167161000.0,289418000.0,6656000.0,-128913000.0,,,,-1455421542.0,1713020520.0,3.1,4.1,3.6,,,5.0,,,10.02,1743326382.0,-1455221420.0,1.0,1.0
00106623,현대위아,20170331004720,2016,OK|연결,OK,8,9993,412,OK,162789966000.0,159152503000.0,3637463000.0,25855899000.0,4199493000.0,4025318000.0,174175000.0,10576670000.0,-5818669000.0,-1539090000.0,,-4279579000.0,,,,-17641211000.0,21321885000.0,,,2.96,,,4.4,,,,21393538000.0,-17907855000.0,1.0,1.0
00106641,기아,20211210000438,2016,OK|연결,부분(3/7),15,13014,411,OK,,,3.06,,,4.0,,,,2063176000000.0,2036562000000.0,26614000000.0,300212000000.0,55239000000.0,49913000000.0,,,,,,,,,278251000000.0,279544000000.0,-238766000000.0,,,1.0,1.0
00106669,세아베스틸지주,20170331002282,2016,OK|연결,OK,2,2413,359,OK,178097340000.0,159793956000.0,18303384000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
00106720,기흥관광개발,20170331003104,2016,OK|연결,부분(0/7),2,3756,772,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00106881,인디에프,20170331003325,2016,OK|연결,OK,11,9942,407,OK,7318691000.0,2380524000.0,4938167000.0,1456165000.0,151738000.0,45229000.0,106509000.0,2370826000.0,244933000.0,199025000.0,,443958000.0,1562674000.0,,,-348697000.0,393112000.0,,,2.61,,,4.31,,,,399232000.0,-350551000.0,1.0,1.0
00107066,남광토건,20170331001174,2016,OK|연결,OK,13,4833,402,OK,3262191000.0,57954000.0,3204237000.0,1276680000.0,93262000.0,1440000.0,91822000.0,1998453000.0,817582000.0,,,,,14000000.0,,-86720000.0,93516000.0,,,2.03,,,3.02,,,3.27,92217000.0,-89309000.0,1.0,1.0
00107224,남선알미늄,20170331002673,2016,OK|연결,OK,12,10840,425,OK,31760554000.0,6136672000.0,25623882000.0,3201618000.0,703508000.0,331000.0,703177000.0,2424574000.0,2595582000.0,343833000.0,0.0,2206646000.0,3904795000.0,,,-2431588000.0,2772451000.0,2.5,2.68,2.59,3.95,4.3,4.125,,,,2784796000.0,-2466493000.0,1.0,1.0
00107598,남양유업,20180921000473,2016,OK|연결,OK,16,7238,416,OK,83599106000.0,71345248000.0,12253858000.0,9183617000.0,2054270000.0,1316896000.0,737374000.0,5466312000.0,-5030431000.0,,,-5094910000.0,9921000000.0,5000000000.0,,4478951000.0,4372374000.0,,,2.6,,,4.03,,,,-4045464000.0,-4032207000.0,1.0,1.0
00107613,이수페타시스,20170331004437,2016,OK|연결,OK,10,10249,420,OK,62249798000.0,53836967000.0,8412831000.0,7987103000.0,1371639000.0,1148838000.0,222801000.0,2407386000.0,-3106612000.0,,,,8209904000.0,,,-5729754000.0,5075469000.0,2.23,2.79,2.51,4.0,7.0,5.5,,,,5069411000.0,-5857179000.0,1.0,1.0
00107677,비비안,20180118000337,2016,OK|연결,OK,9,5578,408,OK,9932203655.0,8742381439.0,1183642037.0,1558934570.0,190281614.0,169438682.0,20842932.0,2644767445.0,-91839850.0,106471214.0,0.0,-91839850.0,1579777502.0,,,-284074402.0,301458455.0,,,1.9,,,6.38,,,,311047815.0,-281178197.0,1.0,1.0
00107987,남해화학,20170331005005,2016,OK|연결,OK,19,7266,413,OK,17766085069.0,13936036733.0,3830048336.0,2565400658.0,438059469.0,279255063.0,158804406.0,1343249009.0,644394177.0,239847598.0,20259079.0,384287500.0,,,549063000.0,-1376770302.0,1596836123.0,,,2.85,,,1.52,,,,1589643299.0,-1407551418.0,1.0,1.0
00108001,남화토건,20170329001093,2016,OK|연결,부분(0/7),1,2398,347,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00108038,엔피씨,20170331001612,2016,OK|연결,OK,9,5453,383,OK,349415000.0,149579000.0,199836000.0,237441000.0,,,,222328000.0,,,,,237441000.0,,,-10114000.0,10276000.0,,,1.64,,,3.0,,,,10520000.0,-10079000.0,,
00108065,에코바이브,20170329001056,2016,OK|연결,OK,12,6490,383,OK,220086000.0,89399000.0,130687000.0,119474000.0,4296000.0,2205000.0,2091000.0,147379000.0,16792000.0,,,,121565000.0,,,,,,,2.86,,,5.0,,,,,,,
00108135,녹십자홀딩스,20170331004588,2016,OK|연결,OK,6,5091,435,OK,105196000000.0,86561000000.0,18635000000.0,16348000000.0,2541000000.0,1914000000.0,627000000.0,148000000.0,1274000000.0,226000000.0,4000000.0,-819000000.0,16975000000.0,37239000000.0,,-8937000000.0,10559000000.0,2.39,2.9,2.645,4.56,6.07,5.315,,,11.6,10583000000.0,-9085000000.0,1.0,1.0
00108241,농심,20170330000908,2016,OK|연결,OK,18,6972,434,OK,210788480000.0,209077942000.0,1710538000.0,21363080000.0,5353799000.0,4960570000.0,393229000.0,19221980000.0,10626607000.0,606491000.0,1944842000.0,8075274000.0,26517657000.0,,490558000.0,-18510107000.0,10974852000.0,2.45,2.92,2.685,5.0,5.43,5.215,,,,10951594000.0,-18782371000.0,1.0,1.0
00108302,뉴경기관광,20170331003242,2016,OK|별도,부분(0/7),7,6168,506,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00108490,엔피케이,20170331003817,2016,OK|연결,OK,8,5282,399,OK,8040665000.0,701026000.0,7339639000.0,1065941000.0,122971000.0,14991000.0,107980000.0,508129000.0,385631000.0,,,,1173921000.0,,,-384302000.0,444904000.0,,,3.099,,,4.08,,,,443904000.0,-392097000.0,1.0,1.0
00108533,다산,20170331000383,2016,OK|별도,부분(0/7),2,2307,353,부분(2/7),,,,,,,,163067000.0,,,,,,,85414000.0,,,,,,,,,,,,,,,
00108649,TPC,20170331004651,2016,OK|연결,부분(0/7),1,2281,527,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
