corp_code,corp_name,rcept_no,year,fs_type,status,extract_method,n_tables,input_tokens,output_tokens,DBO,PlanAsset,NetDBO,ServiceCost,InterestCost,InterestIncome,NetInterest,BenefitPayment,ActuarialGL,ActuarialGL_Financial,ActuarialGL_Demographic,ActuarialGL_Experience,RetirementBenefitCost,ExpectedContribution,DCPlanCost,SensitivityDR_1pct,SensitivitySG_1pct,DiscountRate_Min,DiscountRate_Max,DiscountRate_Mid,SalaryGrowth_Min,SalaryGrowth_Max,SalaryGrowth_Mid,Duration_Min,Duration_Max,Duration_Mid
00103042,케이씨티시,20230316001262,2022,연결,OK,HEADING,29,17991,399,31631834000.0,31497474000.0,134360000.0,3313037000.0,1151001000.0,1158345000.0,-7344000.0,2363567000.0,2750191000.0,-3986790000.0,,1236981000.0,4456019000.0,3705000000.0,182000000.0,-1448174000.0,1336945000.0,5.22,6.31,5.765,2.0,4.05,3.025,4.8,8.8,6.8
00103130,플레이그램,20230321001524,2022,연결,OK,HEADING,11,4823,350,7729538613.0,7676490618.0,53047995.0,1098160618.0,370006482.0,373002304.0,-2995822.0,3518606237.0,1440049258.0,,,,1095164796.0,,15000000.0,,,,,,,,,,,
00103176,흥국화재,20230316001454,2022,연결,OK,HEADING,9,5863,372,632000000.0,1112000000.0,-480000000.0,446000000.0,37000000.0,28000000.0,9000000.0,1791000000.0,-756000000.0,-72000000.0,5000000.0,-689000000.0,6504000000.0,,6049000000.0,-32000000.0,34000000.0,,,5.13,,,6.0,,,5.499
00103510,인지컨트롤스,20230324001000,2022,연결,OK,HEADING,15,6292,371,13748346000.0,17206482000.0,-3458136000.0,1975279000.0,444858000.0,466114000.0,-21256000.0,1383570000.0,2904422000.0,2866436000.0,0.0,37984000.0,1954023000.0,,616546000.0,-840330000.0,940305000.0,,,5.3,,,4.18,,,
00103547,우진비앤지,20230321000552,2022,연결,OK,HEADING,13,5255,359,3355743395.0,1274119983.0,2081623412.0,267745932.0,119703936.0,41360232.0,78343704.0,187230778.0,-361599086.0,,,,346089636.0,,382764000.0,-142841293.0,171270324.0,,,5.82,,,2.94,,,
00103592,광동제약,20230321001353,2022,연결,OK,HEADING,7,5931,388,16017494000.0,21727238000.0,-5709744000.0,1560267000.0,471640000.0,542128000.0,-70488000.0,1935084000.0,-1717461000.0,-2732124000.0,,1014663000.0,1489779000.0,,8378373000.0,-956965000.0,1085013000.0,5.29,5.31,5.3,3.57,4.67,4.12,,,6.64
00103626,한솔피엔에스,20230314001231,2022,연결,OK,HEADING,11,6707,391,9602492000.0,11220528000.0,-1618036000.0,1433138000.0,222396000.0,228302000.0,-5906000.0,1539639000.0,128265000.0,-1019137000.0,,1147402000.0,1446676000.0,,153962000.0,-550490000.0,618038000.0,5.1,5.3,5.2,2.5,5.0,3.75,5.93,9.76,7.845
00103635,광림,20230323000004,2022,연결,OK,HEADING,15,5670,366,5922088217.0,3661990129.0,2260098088.0,846533220.0,146740224.0,53867328.0,92872896.0,1008654365.0,,,,,939406116.0,,,-230773071.0,260168042.0,5.2,5.34,5.27,3.65,3.91,3.78,,,
00103644,비츠로테크,20230323001565,2022,연결,OK,HEADING,15,6235,365,26814829000.0,11020517000.0,15794312000.0,4020435000.0,988424000.0,304553000.0,683871000.0,3898230000.0,3971905000.0,,,,4704306000.0,,344039000.0,-1796689000.0,1908771000.0,,,5.785,,,3.9,,,
00104069,케이디비생명보험,20230424000477,2022,연결,부분(4/7),HEADING,1,2455,343,40247000000.0,,,6091000000.0,1404000000.0,,,6493000000.0,11072000000.0,12518000000.0,-2883000000.0,1437000000.0,,,,,,,,,,,,,,
00104120,광진실업,20230317000929,2022,연결,OK,HEADING,9,5119,364,2334093000.0,2979608000.0,-645515000.0,481494000.0,64724000.0,66454000.0,-1730000.0,279695000.0,-486554000.0,,,,479765000.0,,,-154525000.0,179935000.0,5.17,5.2,5.185,,,5.52,,,8.29
00104388,국도화학,20230302000553,2022,연결,부분(0/7),KEYWORD,2,2385,612,,,,,,,,,,,,,,,,,,,,,,,,,,
00104537,국영지앤엠,20230320000696,2022,별도,부분(0/7),KEYWORD,1,2247,467,,,,,,,,,,,,,,,,,,,,,,,,,,
00104698,LS네트웍스,20230316000757,2022,연결,OK,HEADING,14,7003,387,13487782000.0,15003895000.0,-1516113000.0,1876906000.0,486572000.0,467308000.0,19264000.0,1766415000.0,-1019629000.0,-922885000.0,-96744000.0,,1896170000.0,,,-778137000.0,896812000.0,6.09,6.3,6.195,3.88,5.7,4.79,6.0,8.6,7.3
00104722,국제약품,20230316000069,2022,연결,OK,HEADING,13,5779,381,23307919000.0,22063711000.0,1244208000.0,2350668000.0,750997000.0,591441000.0,159556000.0,1849328000.0,-2442801000.0,3032781000.0,0.0,-589980000.0,3101665000.0,4000000000.0,266480000.0,-1235810000.0,1445384000.0,,,5.7,,,3.97,,,5.9874
00104856,삼성증권,20230309000572,2022,연결,OK,HEADING,13,5585,383,106417387000.0,125616944000.0,-19199557000.0,13489505000.0,3062778000.0,2875412000.0,187366000.0,11886828000.0,-15158205000.0,18479508000.0,-79603000.0,-2241710000.0,,,,-6138836000.0,7002716000.0,5.15,5.81,5.48,3.76,5.24,4.5,,,
00105040,뉴인텍,20230317000521,2022,연결,OK,HEADING,10,6166,369,5340872000.0,1071788000.0,4269084000.0,626308000.0,132700000.0,27909000.0,104791000.0,399471000.0,73647000.0,154876000.0,0.0,228523000.0,731100000.0,,218000000.0,-315628000.0,358938000.0,,,5.32,,,5.0,,,6.64
00105156,극동유화,20230323000821,2022,연결,OK,HEADING,9,5184,359,9127184000.0,10073497000.0,-946313000.0,980023000.0,184443000.0,261251000.0,-76808000.0,905686000.0,-687247000.0,,,,1258026000.0,,,-387636000.0,398491000.0,,,5.72,,,2.0,,,7.15
00105165,극동전선,20230330001645,2022,연결,부분(2/7),HEADING,4,3021,322,,9768653000.0,,,,,,2277735000.0,,,,,,,168000000.0,,,,,,,,,,,
00105174,에이치디현대오일뱅크,20230331003117,2022,연결,OK,HEADING,12,5444,371,269606018000.0,362812526000.0,-93206508000.0,33143563000.0,7220571000.0,7383524000.0,-162953000.0,26080968000.0,33155634000.0,59707235000.0,1653458000.0,-28205059000.0,45797066000.0,,,-21623100000.0,25612720000.0,5.33,5.39,5.36,1.41,3.48,2.445,,,
00105271,케이씨씨,20230316000762,2022,연결,OK,HEADING,17,7576,393,687798219000.0,473570787000.0,214227432000.0,39491269000.0,19208333000.0,13067044000.0,6141289000.0,35938307000.0,232490990000.0,240431034000.0,4288046000.0,-12228090000.0,39585057000.0,,29880000000.0,-85619439000.0,48093220000.0,3.75,5.81,4.78,2.65,4.57,3.61,,,
00105299,금강공업,20230316000643,2022,연결,OK,HEADING,7,6618,381,40111655000.0,42019942000.0,-1908287000.0,3631225000.0,1197843000.0,1255014000.0,-57171000.0,2858011000.0,-630711000.0,-3440572000.0,271099000.0,2538762000.0,3614754000.0,,29847000.0,,,5.15,6.16,5.655,2.0,5.5,3.75,,,
00105466,KCC건설,20230316001249,2022,별도,OK,HEADING,9,6571,375,64810217000.0,75641207000.0,-10830990000.0,7618458000.0,1923365000.0,1753756000.0,169609000.0,9716003000.0,10270819000.0,10101741000.0,0.0,805128000.0,7788067000.0,,,-3767190000.0,3857847000.0,,,5.25,,,4.32,,,6.75
00105606,금호에이치티,20230331003463,2022,연결,OK,HEADING,7,7107,370,14214098000.0,15712390000.0,-1498292000.0,2033462000.0,366073000.0,286866000.0,79207000.0,799926000.0,-1842120000.0,-2402874000.0,36877000.0,523877000.0,2112669000.0,,,-687695000.0,765738000.0,,,5.64,,,,,,6.2084
00105855,엘에스일렉트릭,20230320000799,2022,연결,OK,HEADING,6,4913,359,216325000000.0,284795000000.0,-68470000000.0,23628000000.0,7560000000.0,9173000000.0,-1613000000.0,22499000000.0,-24957000000.0,-35114000000.0,6273000000.0,3884000000.0,,,,,,,,,,,,,,
00105873,LG디스플레이,20230313000751,2022,연결,OK,HEADING,11,7146,386,1602697000000.0,2048687000000.0,-445990000000.0,173534000000.0,59104000000.0,64378000000.0,-5274000000.0,116472000000.0,165896000000.0,287304000000.0,-8020000000.0,-83376000000.0,168260000000.0,204867000000.0,,-178526000000.0,220949000000.0,,,5.4,,,4.7,,,12.95
00105961,LG이노텍,20230222002549,2022,연결,OK,HEADING,21,7776,386,583695000000.0,781342000000.0,-197647000000.0,76651000000.0,15309000000.0,15377000000.0,-68000000.0,30061000000.0,-20827000000.0,-63063000000.0,8889000000.0,34001000000.0,75779000000.0,86075000000.0,999000000.0,-59835000000.0,73737000000.0,,,5.3,,,6.3,,,11.96
00106368,금호석유화학,20230316001213,2022,연결,OK,HEADING,11,6692,395,238130000000.0,290543000000.0,-52413000000.0,23700000000.0,9469000000.0,9291000000.0,178000000.0,21438000000.0,39012000000.0,38210000000.0,1543000000.0,2345000000.0,23878000000.0,,1431000000.0,-15993000000.0,18471000000.0,5.31,5.94,5.625,2.98,6.73,4.855,,,8.1
00106614,기신정기,20220609000497,2022,연결,부분(0/7),HEADING,2,2029,477,,,,,,,,,,,,,,,,,,,,,,,,,,
00106623,현대위아,20230314000727,2022,연결,OK,HEADING,13,6554,368,195970000000.0,281006000000.0,-85036000000.0,22510000000.0,6247000000.0,7205000000.0,-958000000.0,20011000000.0,-30121000000.0,-42346000000.0,,12225000000.0,,,,-16207000000.0,16557000000.0,,,5.35,,,4.09,,,
00106669,세아베스틸지주,20230321001452,2022,연결,부분(0/7),HEADING,2,2319,512,,,,,,,,,,,,,,,,,,,,,,,,,,
00106720,기흥관광개발,20230331004389,2022,별도,부분(0/7),HEADING,2,2046,311,,,,,,,,,,,,,,,,,,,,,,,,,,
00106881,인디에프,20230316001226,2022,연결,OK,HEADING,10,6585,368,6027411000.0,2845795000.0,3181616000.0,1033901000.0,167537000.0,109151000.0,58386000.0,1321755000.0,768591000.0,761872000.0,,6719000.0,1092287000.0,,,-415179000.0,197057000.0,,,5.78,,,3.69,,,8.06
00107224,남선알미늄,20230322000952,2022,연결,OK,HEADING,7,4789,375,27104368000.0,14228124000.0,12876244000.0,2876204000.0,986736000.0,460368000.0,526368000.0,4584019000.0,5070650000.0,4452616000.0,,618034000.0,3402572000.0,,,-25721296000.0,28689491000.0,,,5.21,3.61,4.46,4.035,,,
00107598,남양유업,20230323001233,2022,연결,OK,HEADING,14,5819,391,77253934000.0,87743124000.0,-10489190000.0,7474763000.0,1732935000.0,1604798000.0,128137000.0,7228399000.0,-5900018000.0,-9130349000.0,,3229331000.0,9207698000.0,,1723441000.0,-2760425000.0,3104050000.0,5.1,5.2,5.15,,,3.0,2.52,3.85,3.185
00107613,이수페타시스,20230323001183,2022,연결,OK,HEADING,9,5654,371,103796997000.0,106977184000.0,-3180187000.0,6814859000.0,2508380000.0,2545891000.0,-37511000.0,4062330000.0,6489036000.0,,,,6777348000.0,,4699467000.0,-8516273000.0,9679995000.0,,,5.34,,,5.47,,,9.25
00107987,남해화학,20230316001430,2022,연결,OK,HEADING,13,5365,375,32275861672.0,35741814284.0,-3465952612.0,3400576944.0,1237467799.0,935978236.0,301489563.0,7487451626.0,-465397502.0,-5738153941.0,,5272756439.0,,,762111000.0,-2311873187.0,2733359938.0,5.3,5.32,5.31,,,2.0,,,
00108001,남화토건,20230320000755,2022,연결,부분(0/7),HEADING,1,1951,587,,,,,,,,,,,,,,,,,,,,,,,,,,
00108038,엔피씨,20230323001360,2022,연결,OK,HEADING,9,5696,357,546675000.0,98050000.0,448625000.0,371183000.0,2545000.0,1260000.0,1285000.0,242671000.0,8191000.0,,,,2236031000.0,,103564000.0,-1298000.0,1369000.0,,,5.12,,,5.21,,,
00108135,녹십자홀딩스,20230321001200,2022,연결,OK,HEADING,6,5172,400,213859000000.0,226890000000.0,-13031000000.0,29579000000.0,5447000000.0,5687000000.0,-240000000.0,2481000000.0,1154000000.0,-2580000000.0,805000000.0,2929000000.0,30343000000.0,20816000000.0,,-16854000000.0,16708000000.0,5.16,5.37,5.265,3.72,6.6,5.16,6.71,10.01,8.36
00108241,농심,20230316000448,2022,연결,OK,HEADING,18,7132,401,212422948000.0,254569660000.0,-42146712000.0,23847181000.0,6149084000.0,6548442000.0,-399358000.0,25651566000.0,29048085000.0,31221768000.0,1093780000.0,-3267463000.0,23447823000.0,,3019370000.0,-10668066000.0,12479731000.0,5.24,5.41,5.325,4.0,6.25,5.125,4.81,5.64,5.225
00108302,뉴경기관광,20230331004453,2022,연결,부분(0/7),HEADING,1,1772,315,,,,,,,,,,,,,,,1351954000.0,,,,,,,,,,,
00108490,엔피케이,20230322000650,2022,연결,OK,HEADING,7,4870,369,11712736000.0,2859249000.0,8853487000.0,1162991000.0,392833000.0,57146000.0,335687000.0,928924000.0,1008178000.0,1405878000.0,-687370000.0,289670000.0,2180858000.0,,,-419715000.0,466422000.0,,,5.5,,,2.73,,,
00108533,다산,20230428000097,2022,연결,부분(1/7),HEADING,2,2150,317,,,,,,,,131674000.0,,,,,,,45187000.0,,,,,,,,,,,
00108649,TPC,20230321001218,2022,연결,OK,HEADING,12,5245,366,12334982000.0,3332057000.0,8987702000.0,1358112000.0,329164000.0,99803000.0,229361000.0,1399653000.0,-501099000.0,980481000.0,0.0,-479382000.0,1587473000.0,,,-674261000.0,755778000.0,,,5.47,,,4.8,,,
00108977,대구백화점,20230412001808,2022,연결,OK,HEADING,12,5261,371,6836880000.0,7394973000.0,-558093000.0,676338000.0,307034000.0,269522000.0,37512000.0,1918593000.0,-584532000.0,920236000.0,146853000.0,-482557000.0,713850000.0,,,,,5.2,5.32,5.26,2.4,2.51,2.455,,,
00109019,아이엠뱅크,20230322000457,2022,연결,OK,HEADING,11,6147,376,302014000000.0,381853000000.0,-79839000000.0,33102000000.0,11458000000.0,11544000000.0,-86000000.0,21213000000.0,-64752000000.0,-55709000000.0,,-9043000000.0,33016000000.0,39000000000.0,49000000.0,-22396000000.0,26406000000.0,,,5.83,,,,,,
00109037,대성창투,20230322000861,2022,연결,부분(0/7),HEADING,1,1768,314,,,,,,,,,,,,,,,422273000.0,,,,,,,,,,,
00109107,대농,20230331003251,2022,연결,부분(3/7),HEADING,8,3417,332,4696972000.0,3010385000.0,1686587000.0,,,39718000.0,,945435000.0,,,,,,,500503000.0,,,,,,,,,,,
00109189,대덕,20230316001303,2022,연결,OK,HEADING,21,9022,398,111445509000.0,133719782000.0,-22274273000.0,13301998000.0,2597266000.0,2408678000.0,188588000.0,10276783000.0,-5617216000.0,-11777427000.0,-6715000.0,6166926000.0,19666178000.0,12983060000.0,4885260000.0,8324277000.0,8322241000.0,4.9,5.2,5.05,2.4,5.0,3.7,,,7.55
00109286,대동,20230322000832,2022,연결,부분(4/7),HEADING,1,2251,334,3035373000.0,,3035373000.0,380175000.0,88693000.0,,88693000.0,630635000.0,119808000.0,,,,,,,,,,,,,,,,,
00109310,대동기어,20230314000231,2022,연결,OK,HEADING,7,4514,357,11641547000.0,327519000.0,11314028000.0,1644179000.0,368326000.0,10969000.0,357357000.0,1537403000.0,-879722000.0,-879722000.0,,,,,,-518380000.0,600179000.0,,,5.89,,,2.0,,,
00109453,케이조선,20230322000174,2022,연결,OK,KEYWORD,12,10923,376,22451000000.0,3041000000.0,19410000000.0,1851000000.0,513000000.0,94000000.0,419000000.0,484000000.0,1928000000.0,4138000000.0,,-6066000000.0,2270000000.0,,2118000000.0,-1377000000.0,1541000000.0,,,5.29,,,3.0,,,8.1
00109514,티웨이홀딩스,20230323000588,2022,연결,OK,HEADING,20,7143,360,977846000.0,583561000.0,394285000.0,2622501000.0,511469000.0,322981000.0,188488000.0,1112645000.0,3113916000.0,,,,2834115000.0,,,-27783000.0,28529000.0,,,5.54,,,3.08,,,2.84
00109587,대륙제관,20230316000795,2022,별도,OK,HEADING,6,4437,358,15043297000.0,122973000.0,14920324000.0,1987611000.0,303514000.0,2468000.0,301046000.0,1505812000.0,867881000.0,,,,2399108000.0,,,-747529000.0,809437000.0,,,3.74,,,5.7,,,
00109754,대림바스,20230323001091,2022,연결,OK,HEADING,13,6471,373,30480954000.0,17872365000.0,12608589000.0,4360790000.0,178464000.0,501812000.0,-323348000.0,3839752000.0,1400741000.0,2421481000.0,,-1020740000.0,4602494000.0,,241704000.0,-1940843000.0,2180690000.0,,,5.3,,,3.7,,,
00109781,대림제지,20230323000487,2022,연결,OK,HEADING,8,5957,361,9942601000.0,10384102000.0,-441501000.0,984092000.0,192218000.0,366807000.0,-174589000.0,597748000.0,388451000.0,-419416000.0,,550587000.0,809503000.0,,,-273772000.0,307449000.0,,,5.67,,,5.0,,,
00109806,삼일씨엔에스,20230321001368,2022,연결,부분(2/7),HEADING,1,2061,323,10330669000.0,12947719000.0,-2617050000.0,,,,,,,,,,,,,,,,,,,,,,,
00109824,대림통상,20230322000569,2022,연결,OK,HEADING,8,5016,365,16835394000.0,12289062000.0,4546332000.0,2732190000.0,299957000.0,323462000.0,-23505000.0,3690236000.0,-782866000.0,1650735000.0,-18861000.0,-849008000.0,,,,-42000000.0,48000000.0,,,5.28,,,3.38,,,
00110060,대백저축은행,20230330000271,2022,별도,부분(2/7),HEADING,8,3404,316,,1786701000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,
00110307,대선조선,20230327000179,2022,연결,OK,HEADING,8,5608,364,14762994000.0,2441140000.0,12321854000.0,1689803000.0,405669000.0,72799000.0,332870000.0,1735535000.0,1659414000.0,,,,,1363560000.0,,-875982000.0,1024561000.0,,,5.32,,,1.0,,,8.46
00110547,링세오코리아,20230330001723,2022,연결,부분(2/7),HEADING,4,2959,322,,11507973000.0,,,,,,2345801000.0,,,,,,,40000000.0,,,,,,,,,,,
00110583,DH오토웨어,20230322001327,2022,연결,OK,HEADING,18,6603,375,8433073000.0,4253275000.0,4177153000.0,1226408000.0,271165000.0,124006000.0,147159000.0,3057526000.0,-414095000.0,496629000.0,0.0,-82534000.0,1373567000.0,844525000.0,119167000.0,-346845000.0,410137000.0,,,5.46,,,4.58,,,5.13
00110608,DSR,20230320000736,2022,연결,OK,HEADING,14,7818,371,10457866000.0,12054820000.0,-1597361000.0,997020000.0,235931000.0,196198000.0,39733000.0,306774000.0,1056981000.0,1303123000.0,26287000.0,-219917000.0,,1000000000.0,,-486600000.0,536000000.0,,,5.2,,,4.0,,,5.25
00110875,대신정보통신,20220609000304,2022,별도,부분(0/7),KEYWORD,2,2566,311,,,,,,,,,,,,,,,,,,,,,,,,,,
00111218,KD,20230324000007,2022,연결,OK,HEADING,16,7993,361,1022302000.0,1324000.0,1020978000.0,927584000.0,2380000.0,0.0,2380000.0,422221000.0,2219000.0,2219000.0,0.0,0.0,932183000.0,,,-47676000.0,32718000.0,,,5.5,,,1.5,,,8.3
00111227,대양제지공업,20230322000806,2022,연결,OK,HEADING,9,5938,368,8066801000.0,8122210000.0,-55409000.0,973291000.0,177768000.0,209337000.0,-31569000.0,480126000.0,1116415000.0,,,,941722000.0,,,-395432895.0,451625256.0,5.3,5.78,5.54,4.43,7.06,5.745,,,
00111421,휴니드테크놀러지스,20230313000533,2022,별도,OK,HEADING,15,5583,346,10645421000.0,10959518000.0,-314097000.0,,,301839000.0,,2039809000.0,2573927000.0,,,,2136790000.0,,,,,,,5.14,,,4.59,,,5.407
00111458,대영포장,20230322000585,2022,연결,OK,HEADING,7,5075,349,13943708000.0,13943708000.0,0.0,2281564000.0,269453000.0,379847000.0,-110394000.0,884413000.0,950091000.0,,,,2171171000.0,,,,,,,5.53,,,5.18,,,
00111689,아진전자부품,20230321001100,2022,별도,OK,HEADING,6,6135,368,6871509000.0,5262486000.0,1609023000.0,1151439000.0,152554000.0,115864000.0,36690000.0,964315000.0,592338000.0,-955686000.0,,1548024000.0,1188129000.0,,48195000.0,-326670000.0,380408000.0,,,5.73,,,4.02,,,
00111704,한화오션,20230313000849,2022,연결,OK,HEADING,8,6833,371,415514000000.0,474840000000.0,-59326000000.0,44443000000.0,10038000000.0,11027000000.0,-989000000.0,47552000000.0,-10618000000.0,-60074000000.0,,49456000000.0,,,,-31839000000.0,35512000000.0,,,5.18,,,3.2,,,9.24
00111838,대원,20230321001295,2022,연결,OK,HEADING,7,6536,380,11373542000.0,9469241000.0,1904301000.0,1809973000.0,299981000.0,301669000.0,-1688000.0,1488838000.0,1616196000.0,1761421000.0,,-145225000.0,1849173000.0,,,-700840000.0,782736000.0,5.249,5.332,5.2905,3.47,6.93,5.2,,,
00111874,대원산업,20230323001275,2022,연결,OK,KEYWORD,8,8496,374,43728704000.0,47241949000.0,-3513245000.0,6532749000.0,1258550000.0,907330000.0,351220000.0,3573689000.0,-8425420000.0,13169365000.0,-776840000.0,-3967105000.0,6921843000.0,,,-4057052000.0,4837749000.0,,,5.19,,,6.85,,,
00111999,대원제약,20230317000005,2022,연결,OK,HEADING,7,5254,383,54845711000.0,31367371000.0,23478340000.0,8459511000.0,1838763000.0,718288000.0,1120475000.0,6025081000.0,11640512000.0,,,,9579986000.0,5000000000.0,,-4360482000.0,4951508000.0,5.87,5.92,5.895,2.75,5.95,4.35,,,8.51
00112004,알바이오,20230331004251,2022,연결,부분(3/7),HEADING,6,3244,324,1416471000.0,959996000.0,456475000.0,,,,,80072000.0,,,,,,,,,,,,,,,,,,
00112059,상상인증권,20230321001175,2022,연결,부분(0/7),KEYWORD,6,6366,533,,,,,,,,,,,,,,,,,,,,,,,,,,
00112165,디아이씨,20230317000518,2022,연결,OK,HEADING,11,6762,389,45512939000.0,356945000.0,45156000000.0,4050844000.0,1322661000.0,15868000.0,1306793000.0,5760652000.0,8537630000.0,9077107000.0,786196000.0,-1325674000.0,5357637000.0,,540522000.0,-45674068000.0,45452602000.0,5.22,5.25,5.235,1.0,4.0,2.5,,,
00112378,KR모터스,20230322001182,2022,연결,부분(2/7),HEADING,2,2241,322,1519283000.0,15916000.0,1503367000.0,,,,,,,,,,,,,,,,,,,,,,,
00112457,대주산업,20230320000913,2022,연결,OK,HEADING,8,5989,358,4608616000.0,3593816000.0,1014800000.0,580009000.0,101505000.0,81222000.0,20283000.0,731022000.0,36253000.0,,,,600292000.0,,,-3601680000.0,4104672000.0,,,5.31,,,5.52,,,
00112651,대창,20230321001144,2022,연결,OK,HEADING,10,5924,370,14725229000.0,23764758000.0,-9039529000.0,1918107000.0,404955000.0,568514000.0,-163558000.0,882558000.0,2784185000.0,,,,1754549000.0,,1255751000.0,-880958000.0,1043017000.0,5.24,5.69,5.465,,,3.0,,,
00112721,대창스틸,20230322001133,2022,연결,부분(0/7),HEADING,1,1733,472,,,,,,,,,,,,,,,,,,,,,,,,,,
