corp_code,corp_name,rcept_no,year,fs_type,status,extract_method,n_tables,input_tokens,output_tokens,DBO,PlanAsset,NetDBO,ServiceCost,InterestCost,InterestIncome,NetInterest,BenefitPayment,ActuarialGL,ActuarialGL_Financial,ActuarialGL_Demographic,ActuarialGL_Experience,RetirementBenefitCost,ExpectedContribution,DCPlanCost,SensitivityDR_1pct,SensitivitySG_1pct,DiscountRate_Min,DiscountRate_Max,DiscountRate_Mid,SalaryGrowth_Min,SalaryGrowth_Max,SalaryGrowth_Mid,Duration_Min,Duration_Max,Duration_Mid,SensitivityDR_1pct_down,SensitivitySG_1pct_down,DR_shock_raw,SG_shock_raw
00102353,경창산업,20220322000398,2021,연결,OK,KEYWORD,10,17428,375,62981871000.0,6136803000.0,56845068000.0,6670733000.0,1376410000.0,97741000.0,1278669000.0,3679663000.0,863094000.0,,,,7949402000.0,,,-5930634000.0,6396053000.0,2.58,3.0,2.79,2.7,4.5,3.6,,,,6577688000.0,-5600318000.0,1.0,1.0
00102399,경향신문사,20220331001631,2021,별도,부분(1/7),KEYWORD,1,2125,315,,,,,,,,4888453134.0,,,,,,,,,,,,,,,,,,,,,,
00102751,고려산업,20220317000641,2021,연결,부분(2/7),HEADING,1,2064,322,6432951000.0,6997043000.0,-564092000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
00102760,두산건설,20220331003129,2021,연결,OK,HEADING,20,6730,388,53852402000.0,50223835000.0,3628567000.0,5155880000.0,883216000.0,521475000.0,361741000.0,9101075000.0,-2390784000.0,-1799311000.0,1889000.0,-593362000.0,5517621000.0,8224000000.0,139000000.0,-1983820000.0,1896059000.0,,,2.4,0.8,3.5,2.15,,,3.73,1941637000.0,-1979964000.0,1.0,1.0
00102858,고려아연,20220315001010,2021,연결,OK,HEADING,7,5896,394,196619003000.0,211371425000.0,-14752422000.0,15844693000.0,4482368000.0,4340284000.0,142084000.0,2461625000.0,-5234970000.0,-9588931000.0,360007000.0,3993954000.0,15986777000.0,,1622125000.0,-14155920000.0,16535919000.0,2.44,2.96,2.7,4.63,5.0,4.82,,,7.81,16544567000.0,-14356955000.0,1.0,1.0
00103006,고려제강,20220317001248,2021,연결,OK,HEADING,14,5797,380,74686000000.0,70810000000.0,3876000000.0,8235000000.0,1533000000.0,1357000000.0,176000000.0,6204000000.0,-2341000000.0,3255000000.0,0.0,-914000000.0,,,,-5529612000.0,6481826000.0,2.0,2.8,2.4,3.0,4.2,3.6,,,,6467793600.0,-5694451800.0,1.0,1.0
00103042,케이씨티시,20220317000546,2021,연결,OK,KEYWORD,8,13097,383,32262914000.0,31900070000.0,362844000.0,2980657000.0,904380000.0,896628000.0,7752000.0,1552941000.0,519146000.0,-62670000.0,,581816000.0,3885037000.0,2884000000.0,286000000.0,,,2.6,4.01,3.305,2.01,4.0,3.005,,,,,,1.0,1.0
00103130,플레이그램,20220321000756,2021,연결,부분(0/7),HEADING,1,1914,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00103176,흥국화재,20220317001158,2021,연결,OK,HEADING,9,5895,368,2506000000.0,2347000000.0,160000000.0,425000000.0,26000000.0,26000000.0,0.0,671000000.0,867000000.0,279000000.0,0.0,588000000.0,6963000000.0,,6538000000.0,-77000000.0,79000000.0,,,2.39,,,6.0,,,4.11,82000000.0,-76000000.0,1.0,1.0
00103510,인지컨트롤스,20220321001159,2021,연결,OK,KEYWORD,9,9961,371,15588484000.0,16305645000.0,-717161000.0,2041405000.0,377751000.0,383013000.0,-5262000.0,3071140000.0,1522940000.0,721489000.0,,801451000.0,2036143000.0,,1512143000.0,-1363688000.0,1569447000.0,,,2.96,,,4.26,,,,1577336000.0,-1382374000.0,1.0,1.0
00103547,우진비앤지,20220322000346,2021,연결,OK,HEADING,13,5314,359,3517123391.0,1276812359.0,2233335362.0,301526964.0,90620304.0,34560648.0,56059656.0,120226214.0,122421982.0,,,,357586620.0,,298142000.0,-184842914.0,220388184.0,,,3.5,,,3.02,,,,216766935.0,-190911060.0,1.0,1.0
00103592,광동제약,20220317000780,2021,연결,OK,HEADING,7,5930,387,17638132000.0,19503316000.0,-1865184000.0,1738364000.0,391790000.0,436422000.0,-44632000.0,1489813000.0,-927565000.0,-1003734000.0,,76169000.0,1693731000.0,,5883064000.0,-1194732000.0,1339485000.0,2.84,2.88,2.86,3.37,4.8,4.085,,,7.51,1352035000.0,-1206661000.0,1.0,1.0
00103626,한솔피엔에스,20220315000956,2021,연결,OK,HEADING,11,6633,389,9438189000.0,9696704000.0,-258515000.0,1170378000.0,147003000.0,144982000.0,2021000.0,1127504000.0,276782000.0,-170903000.0,0.0,447685000.0,1172399000.0,,55478000.0,-596012000.0,663608000.0,2.4,2.9,2.65,3.9,5.7,4.8,6.26,8.38,7.32,672788000.0,-599435000.0,1.0,1.0
00103635,광림,20220323001213,2021,연결,OK,KEYWORD,8,9494,370,6188861024.0,2601757107.0,3587103917.0,907646436.0,121915560.0,19297092.0,102618468.0,1309859150.0,-218249897.0,,,,1010264904.0,,,-280653606.0,312519653.0,2.6,2.99,2.795,3.29,3.92,3.605,,,,312294325.0,-285971898.0,1.0,1.0
00103644,비츠로테크,20220323000966,2021,연결,OK,HEADING,21,8167,365,29602071000.0,9264460000.0,20337611000.0,4353289000.0,820384000.0,200170000.0,620214000.0,2082668000.0,2141961000.0,,,,4973502000.0,,717161000.0,-2763835000.0,3017717000.0,,,3.25,,,3.72,,,,3017954000.0,-2761837000.0,1.0,1.0
00104069,케이디비생명보험,20220331001095,2021,연결,부분(4/7),HEADING,1,2498,335,50317000000.0,,,5127000000.0,1006000000.0,,,4290000000.0,3005000000.0,3005000000.0,,,,,,,,,,,,,,,,,,,,
00104120,광진실업,20220311000777,2021,별도,OK,KEYWORD,10,8232,358,2554124000.0,2383031000.0,171093000.0,494678000.0,54801000.0,58178000.0,-3377000.0,760155000.0,3136000.0,,,,545061000.0,,,-222544000.0,256359000.0,,,2.64,,,5.52,,,9.38,259759000.0,-224018000.0,1.0,1.0
00104388,국도화학,20220310001195,2021,연결,부분(0/7),KEYWORD,3,3118,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00104537,국영지앤엠,20220324000500,2021,별도,부분(0/7),KEYWORD,1,2269,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00104698,LS네트웍스,20220519000247,2021,연결,OK,HEADING,14,7097,386,13910348000.0,13355751000.0,554597000.0,2085303000.0,457698000.0,403110000.0,54588000.0,3500386000.0,637749000.0,545625000.0,92124000.0,,2139891000.0,,,-908650000.0,1048798000.0,3.65,4.02,3.835,3.72,4.25,3.985,6.5,10.7,8.6,1039859000.0,-932293000.0,1.0,1.0
00104722,국제약품,20220317000400,2021,연결,부분(0/7),HEADING,2,2083,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00104856,삼성증권,20220310000784,2021,연결,OK,KEYWORD,18,33661,382,117601427000.0,116412089000.0,1189338000.0,13424023000.0,2221713000.0,1853988000.0,367725000.0,9641575000.0,370867000.0,-3316970000.0,532014000.0,3154853000.0,,,,-9623320000.0,9573953000.0,2.57,3.46,3.015,3.7,4.92,4.31,,,,9623320000.0,-8549974000.0,1.0,1.0
00105040,뉴인텍,20220316000218,2021,연결,OK,HEADING,10,6097,369,4907688000.0,1033432000.0,3874256000.0,516889000.0,69090000.0,25371000.0,43719000.0,384535000.0,273384000.0,139545000.0,0.0,133839000.0,560607000.0,,219000000.0,-289365000.0,328018000.0,,,2.87,,,3.0,,,6.48,331584000.0,-291864000.0,1.0,1.0
00105156,극동유화,20220323000781,2021,연결,OK,HEADING,9,5065,360,8511192000.0,7552990000.0,958202000.0,991061000.0,157450000.0,161671000.0,-4221000.0,588427000.0,1527667000.0,,,,1002143000.0,,,-417920000.0,418994000.0,,,3.19,,,2.0,,,8.07,417920000.0,-371425000.0,1.0,1.0
00105165,극동전선,20220331002627,2021,별도,부분(1/7),KEYWORD,1,2154,315,,,,,,,,1660738000.0,,,,,,,,,,,,,,,,,,,,,,
00105174,에이치디현대오일뱅크,20220331002804,2021,연결,OK,HEADING,47,18723,384,279001102000.0,283154338000.0,-4153236000.0,32560078000.0,5990764000.0,5706861000.0,283903000.0,19973824000.0,-6369597000.0,-15462638000.0,0.0,9093041000.0,,,,-25598625000.0,29855000000.0,2.8,2.9,2.85,1.06,2.99,2.025,,,11.34,30197319164.0,-25684596898.0,1.0,1.0
00105271,케이씨씨,20220317001213,2021,연결,OK,HEADING,17,7956,392,883288494000.0,501520213000.0,381768281000.0,42604049000.0,13683667000.0,9622999000.0,4060668000.0,43153823000.0,29971055000.0,49048475000.0,-717306000.0,-18360114000.0,47114888000.0,,30471000000.0,,,2.05,3.25,2.65,2.67,3.88,3.275,,,,,,1.0,1.0
00105299,금강공업,20220317000899,2021,연결,OK,HEADING,24,16377,386,33895238000.0,35778325000.0,-1883087000.0,3553969000.0,647781000.0,619231000.0,28550000.0,2098580000.0,-1074348000.0,-1519058000.0,0.0,444710000.0,3022286000.0,3274735000.0,12695000.0,-1923986000.0,2187335000.0,,,2.54,,,4.01,4.78,6.44,5.61,2197854000.0,-1951006000.0,1.0,1.0
00105466,KCC건설,20220317000816,2021,별도,OK,KEYWORD,13,12218,372,75620628000.0,69194848000.0,6425780000.0,6884423000.0,1462452000.0,1215322000.0,247130000.0,9917557000.0,548955000.0,3162332000.0,0.0,3611191000.0,7131553000.0,,,-4749850000.0,5340301000.0,,,2.62,,,4.25,,,,5356911000.0,-4824691000.0,1.0,1.0
00105606,금호에이치티,20220516002226,2021,연결,부분(0/7),HEADING,1,2763,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00105855,엘에스일렉트릭,20220318000964,2021,연결,OK,HEADING,9,5901,362,236030000000.0,259747000000.0,-23717000000.0,24382000000.0,6601000000.0,7343000000.0,-742000000.0,24065000000.0,-8234000000.0,-8664000000.0,,-2430000000.0,24146000000.0,,2090000000.0,,,,,,,,,,,,,,,
00105873,LG디스플레이,20220315000742,2021,연결,OK,HEADING,11,7148,382,1684096000000.0,1750783000000.0,-66687000000.0,150136000000.0,35902000000.0,41797000000.0,-5895000000.0,101973000000.0,220885000000.0,73138000000.0,7206000000.0,124974000000.0,144241000000.0,,,-226772000000.0,270635000000.0,,,3.1,,,3.7,,,15.63,275402000000.0,-227488000000.0,1.0,1.0
00105961,LG이노텍,20220222003015,2021,연결,OK,HEADING,23,8243,386,538318000000.0,539735000000.0,-1417000000.0,54695000000.0,9931000000.0,9929000000.0,2000000.0,19668000000.0,59062000000.0,25906000000.0,10029000000.0,23127000000.0,54372000000.0,56468000000.0,765000000.0,-53485000000.0,61358000000.0,,,2.9,,,4.9,,,11.3,63104000000.0,-53157000000.0,1.0,1.0
00106368,금호석유화학,20220328000826,2021,연결,OK,HEADING,11,6842,392,265177000000.0,252494000000.0,12683000000.0,22211000000.0,5977000000.0,4824000000.0,1153000000.0,23559000000.0,10290000000.0,-1485000000.0,,11775000000.0,23364000000.0,,1193000000.0,-19765000000.0,22511000000.0,2.9,3.6,3.25,2.99,6.22,4.605,,,9.91,22765000000.0,-19896000000.0,1.0,1.0
00106614,기신정기,20210610000278,2021,연결,OK,HEADING,14,5932,358,20866828000.0,22155313000.0,-1288485000.0,2572550000.0,432168000.0,441168000.0,-9000000.0,2047462000.0,1124289000.0,573063000.0,0.0,551226000.0,3004718000.0,,,-1540804000.0,1770590000.0,1.6,2.7,2.15,,,3.5,,,,1573680788.0,-1564962100.0,1.0,1.0
00106623,현대위아,20220315001247,2021,연결,부분(0/7),HEADING,3,3613,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00106669,세아베스틸지주,20220317000967,2021,연결,부분(2/7),HEADING,1,2063,323,214885286000.0,197636155000.0,17249131000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
00106720,기흥관광개발,20220331001640,2021,연결,부분(1/7),HEADING,2,2184,314,,,,,,,,644865000.0,,,,,,,,,,,,,,,,,,,,,,
00106881,인디에프,20220317001075,2021,연결,OK,HEADING,10,6754,369,6964697000.0,3265447000.0,3699250000.0,1201929000.0,166882000.0,92693000.0,74189000.0,1354553000.0,548494000.0,137629000.0,0.0,410865000.0,1276118000.0,,,-426414000.0,499057000.0,,,3.44,,,3.58,,,9.367,495039000.0,-437257000.0,1.0,1.0
00107224,남선알미늄,20220322000939,2021,연결,OK,KEYWORD,13,11061,381,32896097000.0,14475769000.0,18420328000.0,3357330000.0,639110000.0,274831000.0,364279000.0,2433629000.0,1637570000.0,1661914000.0,,-24344000.0,3721609000.0,,,,,2.51,2.58,2.545,3.62,4.48,4.05,,,,,,1.0,1.0
00107613,이수페타시스,20220323001140,2021,연결,OK,HEADING,12,7867,370,92103952000.0,93771771000.0,-1667819000.0,8257034000.0,1991762000.0,2097139000.0,-105377000.0,10455186000.0,432509000.0,,,,8151657000.0,,6575600000.0,-7181386000.0,8030947000.0,,,2.9,,,4.0,,,8.57,8198543000.0,-7180275000.0,1.0,1.0
00107987,남해화학,20220317000080,2021,연결,OK,HEADING,13,5375,369,35779035117.0,24970770160.0,10808264957.0,3860068990.0,872762468.0,497921661.0,374840807.0,8547894652.0,4282326187.0,1771259327.0,,6053585514.0,,,766089000.0,-2947238522.0,3820954938.0,,,2.87,,,2.0,,,,,,,
00108001,남화토건,20220512000474,2021,연결,부분(0/7),KEYWORD,2,2005,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00108038,엔피씨,20220323001097,2021,연결,OK,KEYWORD,15,18148,355,329226000.0,104598000.0,224628000.0,175960000.0,1545000.0,508000.0,1037000.0,64905000.0,7051000.0,,,,,,,,,,,2.26,4.92,5.05,4.985,,,,,,1.0,
00108135,녹십자홀딩스,20220321001417,2021,연결,OK,KEYWORD,15,22519,388,194496000000.0,202767000000.0,-8271000000.0,23618000000.0,3752000000.0,3556000000.0,196000000.0,476000000.0,-3176000000.0,5296000000.0,0.0,-2120000000.0,24611000000.0,18530000000.0,,-15571000000.0,15427000000.0,2.58,3.06,2.82,3.0,5.83,4.415,,,,15571000000.0,-13616000000.0,1.0,1.0
00108241,농심,20220317000469,2021,연결,OK,HEADING,18,7001,392,233261029000.0,246563450000.0,-13302421000.0,25137050000.0,5369254000.0,5504105000.0,-134851000.0,37133454000.0,7865613000.0,6442239000.0,4011934000.0,-2588560000.0,25002199000.0,,3086772000.0,-13766148000.0,16310425000.0,2.55,2.86,2.705,4.0,6.26,5.13,,,,15983005000.0,-14285743000.0,1.0,1.0
00108302,뉴경기관광,20220331002497,2021,별도,부분(0/7),KEYWORD,1,1693,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00108490,엔피케이,20220322000414,2021,연결,OK,HEADING,7,4546,358,11411834000.0,2426876000.0,8985000000.0,1238821000.0,293375000.0,23062000.0,270313000.0,920556000.0,415021000.0,,,,1509134000.0,,,-716878000.0,823752000.0,,,3.43,,,2.73,,,,825746000.0,-728420000.0,1.0,1.0
00108533,다산,20220331000102,2021,별도,부분(1/7),HEADING,2,2157,317,,,,,,,,66836000.0,,,,,,,51255000.0,,,,,,,,,,,,,,,
00108649,TPC,20220321000956,2021,연결,OK,HEADING,14,5854,365,12594206000.0,3672928000.0,8904377000.0,1238785000.0,247802000.0,77466000.0,170336000.0,843944000.0,127500000.0,-326189000.0,0.0,453689000.0,1409121000.0,,,-756501000.0,865059000.0,,,2.89,,,3.74,,,,857905000.0,-776218000.0,1.0,1.0
00108977,대구백화점,20220317000591,2021,연결,OK,HEADING,12,5212,377,8356633000.0,7192013000.0,1164620000.0,851001000.0,210635000.0,181192000.0,29443000.0,1309860000.0,-228586000.0,305463000.0,,-77877000.0,880444000.0,,,-376500000.0,393000000.0,2.64,2.84,2.74,2.23,2.88,2.56,,,,396000000.0,-359500000.0,0.75,0.75
00109019,아이엠뱅크,20220317001229,2021,연결,OK,HEADING,11,6584,372,342745000000.0,355798000000.0,-13053000000.0,34278000000.0,9434000000.0,9065000000.0,369000000.0,16224000000.0,-13931000000.0,-17449000000.0,,3518000000.0,34647000000.0,,39000000.0,-29907000000.0,35112000000.0,,,3.49,,,,,,,35075000000.0,-30476000000.0,1.0,1.0
00109037,대성창투,20220322000327,2021,연결,부분(0/7),HEADING,1,1789,314,,,,,,,,,,,,,,,381066000.0,,,,,,,,,,,,,,,
00109107,대농,20220331000519,2021,연결,부분(0/7),KEYWORD,1,2156,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00109189,대덕,20220317001186,2021,연결,OK,HEADING,21,9396,396,105139109000.0,97960429000.0,7178680000.0,11573511000.0,1711087000.0,1774124000.0,-63037000.0,8048430000.0,8622495000.0,3913674000.0,0.0,4708821000.0,14323235000.0,21603346000.0,4329233000.0,-8115427000.0,9260189000.0,2.2,2.6,2.4,2.5,3.5,3.0,,,8.56,9420698000.0,-8133600000.0,1.0,1.0
00109286,대동,20220317001231,2021,연결,부분(4/7),HEADING,1,2141,327,5098201000.0,,,192462000.0,70761000.0,,,373150000.0,165898000.0,,,,,,,,,,,,,,,,,,,,,
00109310,대동기어,20220315000091,2021,연결,OK,KEYWORD,12,8394,361,12053125000.0,323508000.0,11729617000.0,1415144000.0,309984000.0,8596000.0,301388000.0,2009465000.0,505107000.0,500471000.0,,,1716532000.0,,,-642832000.0,726320000.0,,,3.49,,,2.0,,,,731723000.0,-649226000.0,1.0,1.0
00109453,케이조선,20220329000220,2021,연결,OK,KEYWORD,10,9547,376,18643000000.0,3022000000.0,15621000000.0,1783000000.0,354000000.0,62000000.0,292000000.0,446000000.0,-647000000.0,703000000.0,76000000.0,-73000000.0,3879000000.0,,1804000000.0,-1377000000.0,1541000000.0,,,2.84,,,3.0,,,8.1,1558000000.0,-1389000000.0,1.0,1.0
00109514,티웨이홀딩스,20220323000447,2021,연결,OK,HEADING,18,6654,379,49840524000.0,31409554000.0,18430970000.0,12393817000.0,1766585000.0,1218750000.0,547835000.0,6330836000.0,8495716000.0,,,,12978758000.0,,,-1019453000.0,1340767000.0,2.96,4.12,3.54,2.86,4.51,3.685,,,10.37,1219480000.0,-1135788000.0,1.0,1.0
00109587,대륙제관,20220317000749,2021,별도,OK,HEADING,7,4867,358,15001549000.0,122097000.0,14879452000.0,1975730000.0,216853000.0,1781000.0,215072000.0,2023949000.0,9670000.0,,,,2190802000.0,,,894209000.0,860455000.0,,,2.15,,,5.3,,,,894209000.0,-785560000.0,1.0,1.0
00109754,대림바스,20220317001239,2021,연결,OK,HEADING,13,6384,372,31182193000.0,18431648000.0,12750545000.0,3672352000.0,593626000.0,386486000.0,207140000.0,2988255000.0,724843000.0,-1216523000.0,,1941366000.0,3879492000.0,,311116000.0,-2125240000.0,2379381000.0,,,2.85,,,2.54,,,,-1953946000.0,2181719000.0,1.0,1.0
00109781,대림제지,20220321000653,2021,연결,OK,HEADING,1,2321,362,42841000000.0,38516000000.0,4325000000.0,1547000000.0,1284000000.0,1156000000.0,128000000.0,2123000000.0,2654000000.0,2654000000.0,,,3329000000.0,,,-2695000000.0,1968000000.0,,,,,,,,,,,,,
00109806,삼일씨엔에스,20220328000445,2021,연결,부분(2/7),HEADING,1,2076,322,11281757000.0,11454453000.0,-172696000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
00109824,대림통상,20220323000843,2021,연결,OK,HEADING,8,5144,364,18022793000.0,13030494000.0,4992299000.0,2000857000.0,281461000.0,277558000.0,3903000.0,1675356000.0,-1874623000.0,-825873000.0,9583000.0,-1058333000.0,2566281000.0,,,,,,,2.8,,,3.46,,,,,,,
00110060,대백저축은행,20220330000204,2021,별도,부분(0/7),KEYWORD,1,2106,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00110307,대선조선,20220310000065,2021,별도,OK,KEYWORD,9,9882,364,16062471000.0,2612156000.0,13450315000.0,1742467000.0,334936000.0,65888000.0,269048000.0,1769207000.0,-92447000.0,,,,,1571914000.0,,-1143744530.0,1323529100.0,,,2.92,,,1.0,,,8.96,1309601265.0,-1175378241.0,1.0,1.0
00110547,링세오코리아,20220331002641,2021,연결,부분(3/7),HEADING,4,4880,326,11288485000.0,12637078000.0,-1348593000.0,,,,,347377000.0,,,,,,,,,,,,,,,,,,,,,,
00110583,DH오토웨어,20220323001239,2021,연결,OK,KEYWORD,19,17273,376,10407121000.0,4510123000.0,5894353000.0,1332750000.0,222741000.0,102399000.0,120342000.0,1600035000.0,-373578000.0,560522000.0,0.0,-187100000.0,1453092000.0,1125827000.0,136655000.0,-479453000.0,531684000.0,,,2.94,,,1.76,,,5.25,529568000.0,-490157000.0,1.0,1.0
00110608,DSR,20220322000343,2021,연결,OK,HEADING,14,7882,366,10487726000.0,10029949000.0,457777000.0,943528000.0,155073000.0,110379000.0,44694000.0,235864000.0,65284000.0,403309000.0,0.0,-468593000.0,,1000000000.0,,-555494000.0,624090000.0,,,2.4,,,3.5,,,5.87,675181654.0,-624016307.0,1.0,1.0
00110875,대신정보통신,20210610000250,2021,별도,부분(0/7),KEYWORD,2,2573,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00111218,KD,20220323001362,2021,연결,OK,HEADING,16,8294,384,879497000.0,1324000.0,878173000.0,367405000.0,12195000.0,39000.0,12156000.0,154016000.0,-66629000.0,-29747000.0,,-36921000.0,379600000.0,,217000000.0,-30856000.0,32718000.0,3.19,3.79,3.49,1.5,3.65,2.575,7.9348,9.22,8.5774,28920000.0,-28165000.0,1.0,1.0
00111227,대양제지공업,20220322000683,2021,연결,OK,HEADING,10,5912,374,7546206000.0,6091674000.0,1454532000.0,2053614000.0,222331000.0,243912000.0,-21581000.0,5394925000.0,773703000.0,,,,2032033000.0,,,-452757360.0,513052480.0,3.23,3.46,3.345,6.8,7.21,7.005,,,7.91,528434420.0,-452772360.0,1.0,1.0
00111421,휴니드테크놀러지스,20220308000872,2021,별도,OK,HEADING,17,5977,357,12820527000.0,9606828000.0,3213699000.0,,,182018000.0,,813045000.0,452911000.0,,,,2207055000.0,2161000000.0,,-1097668000.0,1261536000.0,,,2.63,,,5.26,,,9.521,1295846000.0,-1092751000.0,1.0,1.0
00111458,대영포장,20220322000600,2021,연결,OK,HEADING,7,4960,352,14354826000.0,13281178000.0,1073648000.0,2045048000.0,198454000.0,213569000.0,-15115000.0,867444000.0,272220000.0,,,,2029933000.0,,,,,,,3.03,,,5.06,,,,,,,
00111689,아진전자부품,20220323001221,2021,별도,OK,HEADING,6,6107,367,5939493000.0,3656696000.0,2282797000.0,996973000.0,145046000.0,105089000.0,39957000.0,548930000.0,65054000.0,207709000.0,0.0,-142655000.0,1036930000.0,,51067000.0,-339037000.0,390123000.0,,,3.34,,,4.11,,,,388413000.0,-346613000.0,1.0,1.0
00111704,한화오션,20220314001167,2021,연결,OK,HEADING,8,7060,382,419203000000.0,412732000000.0,6471000000.0,47876000000.0,7975000000.0,8127000000.0,-152000000.0,37006000000.0,19822000000.0,2326000000.0,68000000.0,17428000000.0,49567000000.0,50029000000.0,,-37494000000.0,43572000000.0,,,2.64,,,2.7,,,10.32,44044000000.0,-37823000000.0,1.0,1.0
00111838,대원,20220322001045,2021,연결,OK,KEYWORD,13,25518,380,12803149000.0,9810246000.0,2992903000.0,1613656000.0,203302000.0,126841000.0,76461000.0,1084599000.0,558410000.0,-568862000.0,0.0,1127272000.0,2295188000.0,,,-940332000.0,1045522000.0,2.726,2.964,2.845,3.25,6.55,4.9,,,,1092552000.0,-921342000.0,1.0,1.0
00111874,대원산업,20220317000892,2021,연결,OK,KEYWORD,8,8810,370,47898640000.0,34363405000.0,13535235000.0,7072414000.0,983847000.0,622831000.0,361016000.0,3728166000.0,3181565000.0,3090745000.0,0.0,90820000.0,7433430000.0,,,-4878980000.0,5730242000.0,,,2.7,,,6.97,,,,5945834000.0,-4814331000.0,1.0,1.0
